year,event_id,match_id,match_date,match_surface,match_court,match_round,tournament_name,tournament_city,tournament_draw,loser_name,winner_name,match_score,match_time,loser_aces_all,loser_aces_1st,loser_aces_2nd,loser_aces_3rd,loser_aces_4th,loser_aces_5th,winner_aces_all,winner_aces_1st,winner_aces_2nd,winner_aces_3rd,winner_aces_4th,winner_aces_5th,loser_double_faults_all,loser_double_faults_1st,loser_double_faults_2nd,loser_double_faults_3rd,loser_double_faults_4th,loser_double_faults_5th,winner_double_faults_all,winner_double_faults_1st,winner_double_faults_2nd,winner_double_faults_3rd,winner_double_faults_4th,winner_double_faults_5th,loser_serve_rating_all,loser_serve_rating_1st,loser_serve_rating_2nd,loser_serve_rating_3rd,loser_serve_rating_4th,loser_serve_rating_5th,winner_serve_rating_all,winner_serve_rating_1st,winner_serve_rating_2nd,winner_serve_rating_3rd,winner_serve_rating_4th,winner_serve_rating_5th,loser_first_serve_all,loser_first_serve_1st,loser_first_serve_2nd,loser_first_serve_3rd,loser_first_serve_4th,loser_first_serve_5th,winner_first_serve_all,winner_first_serve_1st,winner_first_serve_2nd,winner_first_serve_3rd,winner_first_serve_4th,winner_first_serve_5th,loser_first_serve_points_all,loser_first_serve_points_1st,loser_first_serve_points_2nd,loser_first_serve_points_3rd,loser_first_serve_points_4th,loser_first_serve_points_5th,winner_first_serve_points_all,winner_first_serve_points_1st,winner_first_serve_points_2nd,winner_first_serve_points_3rd,winner_first_serve_points_4th,winner_first_serve_points_5th,loser_second_serve_points_all,loser_second_serve_points_1st,loser_second_serve_points_2nd,loser_second_serve_points_3rd,loser_second_serve_points_4th,loser_second_serve_points_5th,winner_second_serve_points_all,winner_second_serve_points_1st,winner_second_serve_points_2nd,winner_second_serve_points_3rd,winner_second_serve_points_4th,winner_second_serve_points_5th,loser_break_points_saved_all,loser_break_points_saved_1st,loser_break_points_saved_2nd,loser_break_points_saved_3rd,loser_break_points_saved_4th,loser_break_points_saved_5th,winner_break_points_saved_all,winner_break_points_saved_1st,winner_break_points_saved_2nd,winner_break_points_saved_3rd,winner_break_points_saved_4th,winner_break_points_saved_5th,loser_service_games_played_all,loser_service_games_played_1st,loser_service_games_played_2nd,loser_service_games_played_3rd,loser_service_games_played_4th,loser_service_games_played_5th,winner_service_games_played_all,winner_service_games_played_1st,winner_service_games_played_2nd,winner_service_games_played_3rd,winner_service_games_played_4th,winner_service_games_played_5th,loser_return_rating_all,loser_return_rating_1st,loser_return_rating_2nd,loser_return_rating_3rd,loser_return_rating_4th,loser_return_rating_5th,winner_return_rating_all,winner_return_rating_1st,winner_return_rating_2nd,winner_return_rating_3rd,winner_return_rating_4th,winner_return_rating_5th,loser_first_serve_return_points_all,loser_first_serve_return_points_1st,loser_first_serve_return_points_2nd,loser_first_serve_return_points_3rd,loser_first_serve_return_points_4th,loser_first_serve_return_points_5th,winner_first_serve_return_points_all,winner_first_serve_return_points_1st,winner_first_serve_return_points_2nd,winner_first_serve_return_points_3rd,winner_first_serve_return_points_4th,winner_first_serve_return_points_5th,loser_second_serve_return_points_all,loser_second_serve_return_points_1st,loser_second_serve_return_points_2nd,loser_second_serve_return_points_3rd,loser_second_serve_return_points_4th,loser_second_serve_return_points_5th,winner_second_serve_return_points_all,winner_second_serve_return_points_1st,winner_second_serve_return_points_2nd,winner_second_serve_return_points_3rd,winner_second_serve_return_points_4th,winner_second_serve_return_points_5th,loser_break_points_converted_all,loser_break_points_converted_1st,loser_break_points_converted_2nd,loser_break_points_converted_3rd,loser_break_points_converted_4th,loser_break_points_converted_5th,winner_break_points_converted_all,winner_break_points_converted_1st,winner_break_points_converted_2nd,winner_break_points_converted_3rd,winner_break_points_converted_4th,winner_break_points_converted_5th,loser_total_service_points_won_all,loser_total_service_points_won_1st,loser_total_service_points_won_2nd,loser_total_service_points_won_3rd,loser_total_service_points_won_4th,loser_total_service_points_won_5th,winner_total_service_points_won_all,winner_total_service_points_won_1st,winner_total_service_points_won_2nd,winner_total_service_points_won_3rd,winner_total_service_points_won_4th,winner_total_service_points_won_5th,loser_total_return_points_won_all,loser_total_return_points_won_1st,loser_total_return_points_won_2nd,loser_total_return_points_won_3rd,loser_total_return_points_won_4th,loser_total_return_points_won_5th,winner_total_return_points_won_all,winner_total_return_points_won_1st,winner_total_return_points_won_2nd,winner_total_return_points_won_3rd,winner_total_return_points_won_4th,winner_total_return_points_won_5th,loser_total_points_won_all,loser_total_points_won_1st,loser_total_points_won_2nd,loser_total_points_won_3rd,loser_total_points_won_4th,loser_total_points_won_5th,winner_total_points_won_all,winner_total_points_won_1st,winner_total_points_won_2nd,winner_total_points_won_3rd,winner_total_points_won_4th,winner_total_points_won_5th
2022,8998,2022/8998/MS010,2022-01-03,Hard,Centre Court,Round of 16,Adelaide International 1,Adelaide,28,Frances Tiafoe,Thanasi Kokkinakis,"3-6, 7-5, 6-1",02:14:54,5,3,2,0,,,11,3,3,5,,,3,1,1,1,,,3,1,2,0,,,242,305,222,173,,,274,275,245,295,,,69/97,28/34,32/47,9/16,"","",54/85,16/22,20/32,18/31,"","",41/69,20/28,16/32,5/9,"","",39/54,12/16,13/20,14/18,"","",13/28,3/6,8/15,2/7,"","",16/31,3/6,6/12,7/13,"","",5/10,0/0,4/7,1/3,"","",3/6,0/1,0/2,3/3,"","",14,5,6,3,,,14,4,6,4,,,147,200,218,68,,,180,79,190,248,,,15/54,4/16,7/20,4/18,"","",28/69,8/28,16/32,4/9,"","",15/31,3/6,6/12,6/13,"","",15/28,3/6,7/15,5/7,"","",3/6,1/1,2/2,0/3,"","",5/10,0/0,3/7,2/3,"","",54/97,23/34,24/47,7/16,"","",55/85,15/22,19/32,21/31,"","",30/85,7/22,13/32,10/31,"","",43/97,11/34,23/47,9/16,"","",84/182,30/56,37/79,17/47,"","",98/182,26/56,42/79,30/47,"",""
2022,8998,2022/8998/MS011,2022-01-03,Hard,Show Court 1,Round of 16,Adelaide International 1,Adelaide,28,Soonwoo Kwon,Mikael Ymer,"6-3, 6-2",02:16:20,1,0,1,,,,5,2,3,,,,3,2,1,,,,3,2,1,,,,221,219,226,,,,298,306,292,,,,26/55,10/32,16/23,"","","",38/60,23/34,15/26,"","","",16/26,6/10,10/16,"","","",28/38,15/23,13/15,"","","",15/29,12/22,3/7,"","","",13/22,8/11,5/11,"","","",6/9,4/5,2/4,"","","",8/8,5/5,3/3,"","","",8,4,4,,,,9,5,4,,,,67,62,68,,,,156,130,195,,,,10/38,8/23,2/15,"","","",10/26,4/10,6/16,"","","",9/22,3/11,6/11,"","","",14/29,10/22,4/7,"","","",0/8,0/5,0/3,"","","",3/9,1/5,2/4,"","","",31/55,18/32,13/23,"","","",41/60,23/34,18/26,"","","",19/60,11/34,8/26,"","","",24/55,14/32,10/23,"","","",50/115,29/66,21/49,"","","",65/115,37/66,28/49,"","",""
2022,8998,2022/8998/MS012,2022-01-03,Hard,Show Court 1,Round of 16,Adelaide International 1,Adelaide,28,Corentin Moutet,Laslo Djere,"4-6, 7-5, 0-0",01:50:40,2,1,1,0,,,6,4,2,0,,,2,0,2,0,,,3,2,1,0,,,280,329,245,0,,,267,254,280,0,,,42/60,19/24,23/36,0/0,"","",49/73,25/40,24/33,0/0,"","",33/42,17/19,16/23,0/0,"","",38/49,19/25,19/24,0/0,"","",9/18,3/5,6/13,0/0,"","",9/24,5/15,4/9,0/0,"","",1/3,0/0,1/3,0/0,"","",9/11,4/5,5/6,0/0,"","",11,5,6,0,,,11,5,6,0,,,121,131,110,0,,,156,51,184,0,,,11/49,6/25,5/24,0/0,"","",9/42,2/19,7/23,0/0,"","",15/24,10/15,5/9,0/0,"","",9/18,2/5,7/13,0/0,"","",2/11,1/5,1/6,0/0,"","",2/3,0/0,2/3,0/0,"","",42/60,20/24,22/36,0/0,"","",47/73,24/40,23/33,0/0,"","",26/73,16/40,10/33,0/0,"","",18/60,4/24,14/36,0/0,"","",68/133,36/64,32/69,0/0,"","",65/133,28/64,37/69,0/0,"",""
2022,8998,2022/8998/MS013,2022-01-03,Hard,Centre Court,Round of 16,Adelaide International 1,Adelaide,28,Thiago Monteiro,Marin Cilic,"6-4, 7-6",01:56:11,7,4,3,,,,16,8,8,,,,0,0,0,,,,3,1,2,,,,284,256,306,,,,319,311,309,,,,49/75,17/29,32/46,"","","",48/68,19/25,29/43,"","","",37/49,15/17,22/32,"","","",41/48,18/19,23/29,"","","",12/26,3/12,9/14,"","","",10/20,2/6,8/14,"","","",6/7,0/1,6/6,"","","",2/2,0/0,2/2,"","","",11,5,6,,,,11,5,6,,,,65,72,64,,,,101,207,67,,,,7/48,1/19,6/29,"","","",12/49,2/17,10/32,"","","",10/20,4/6,6/14,"","","",14/26,9/12,5/14,"","","",0/2,0/0,0/2,"","","",1/7,1/1,0/6,"","","",49/75,18/29,31/46,"","","",51/68,20/25,31/43,"","","",17/68,5/25,12/43,"","","",26/75,11/29,15/46,"","","",66/143,23/54,43/89,"","","",77/143,31/54,46/89,"","",""
2022,8998,2022/8998/MS014,2022-01-03,Hard,Show Court 1,Round of 16,Adelaide International 1,Adelaide,28,Gianluca Mager,Egor Gerasimov,"6-1, 3-6, 6-3",01:40:26,9,2,5,2,,,4,2,2,0,,,5,3,1,1,,,3,1,0,2,,,256,175,306,250,,,289,278,283,302,,,45/72,10/17,18/28,17/27,"","",48/76,25/33,10/17,13/26,"","",33/45,7/10,14/18,12/17,"","",40/48,19/25,9/10,12/13,"","",11/27,1/7,6/10,4/10,"","",14/28,2/8,4/7,8/13,"","",2/5,0/2,0/0,2/3,"","",2/3,2/2,0/1,0/0,"","",12,3,5,4,,,13,4,4,5,,,107,99,178,46,,,171,282,62,147,,,8/48,6/25,1/10,1/13,"","",12/45,3/10,4/18,5/17,"","",14/28,6/8,3/7,5/13,"","",16/27,6/7,4/10,6/10,"","",1/3,0/2,1/1,0/0,"","",3/5,2/2,0/0,1/3,"","",44/72,8/17,20/28,16/27,"","",54/76,21/33,13/17,20/26,"","",22/76,12/33,4/17,6/26,"","",28/72,9/17,8/28,11/27,"","",66/148,20/50,24/45,22/53,"","",82/148,30/50,21/45,31/53,"",""
2022,8998,2022/8998/MS015,2022-01-03,Hard,Centre Court,Round of 16,Adelaide International 1,Adelaide,28,Steve Johnson,Karen Khachanov,"6-4, 4-6, 6-2",02:00:31,8,3,3,2,,,16,7,7,2,,,2,0,0,2,,,2,0,2,0,,,246,258,279,189,,,285,319,232,287,,,34/77,11/26,13/25,10/26,"","",53/91,18/28,21/36,14/27,"","",25/34,8/11,10/13,7/10,"","",40/53,14/18,16/21,10/14,"","",22/43,9/15,8/12,5/16,"","",20/38,7/10,5/15,8/13,"","",1/5,0/1,0/1,1/3,"","",6/8,0/0,4/6,2/2,"","",14,5,5,4,,,14,5,5,4,,,111,52,164,67,,,183,187,176,216,,,13/53,4/18,5/21,4/14,"","",9/34,3/11,3/13,3/10,"","",18/38,3/10,10/15,5/13,"","",21/43,6/15,4/12,11/16,"","",2/8,0/0,2/6,0/2,"","",4/5,1/1,1/1,2/3,"","",47/77,17/26,18/25,12/26,"","",60/91,21/28,21/36,18/27,"","",31/91,7/28,15/36,9/27,"","",30/77,9/26,7/25,14/26,"","",78/168,24/54,33/61,21/53,"","",90/168,30/54,28/61,32/53,"",""
2022,8998,2022/8998/MS017,2022-01-03,Hard,Centre Court,Round of 32,Adelaide International 1,Adelaide,28,Alex Bolt,Juan Manuel Cerundolo,"6-2, 6-4",01:19:39,6,3,3,,,,2,1,1,,,,5,1,4,,,,4,1,3,,,,226,222,229,,,,268,288,253,,,,29/49,11/20,18/29,"","","",48/71,22/30,26/41,"","","",22/29,9/11,13/18,"","","",34/48,17/22,17/26,"","","",7/20,3/9,4/11,"","","",10/23,3/8,7/15,"","","",2/6,1/3,1/3,"","","",9/10,1/1,8/9,"","","",9,4,5,,,,9,4,5,,,,107,86,119,,,,200,202,199,,,,14/48,5/22,9/26,"","","",7/29,2/11,5/18,"","","",13/23,5/8,8/15,"","","",13/20,6/9,7/11,"","","",1/10,0/1,1/9,"","","",4/6,2/3,2/3,"","","",29/49,12/20,17/29,"","","",44/71,20/30,24/41,"","","",27/71,10/30,17/41,"","","",20/49,8/20,12/29,"","","",56/120,22/50,34/70,"","","",64/120,28/50,36/70,"","",""
2022,8998,2022/8998/MS018,2022-01-03,Hard,Court 4,Round of 32,Adelaide International 1,Adelaide,28,Lorenzo Musetti,Taro Daniel,"6-4, 6-7, 6-3",02:33:42,3,2,1,0,,,12,2,4,6,,,2,0,1,1,,,1,0,1,0,,,279,279,294,258,,,318,304,315,310,,,56/92,16/26,29/46,11/20,"","",70/97,21/30,30/40,19/27,"","",41/56,12/16,21/29,8/11,"","",55/70,16/21,23/30,16/19,"","",21/36,6/10,10/17,5/9,"","",15/27,5/9,6/10,4/8,"","",2/4,1/2,1/1,0/1,"","",0/0,0/0,0/0,0/0,"","",15,5,6,4,,,16,5,6,5,,,65,68,63,66,,,132,135,69,196,,,15/70,5/21,7/30,3/19,"","",15/56,4/16,8/29,3/11,"","",12/27,4/9,4/10,4/8,"","",15/36,4/10,7/17,4/9,"","",0/0,0/0,0/0,0/0,"","",2/4,1/2,0/1,1/1,"","",62/92,18/26,31/46,13/20,"","",70/97,21/30,29/40,20/27,"","",27/97,9/30,11/40,7/27,"","",30/92,8/26,15/46,7/20,"","",89/189,27/56,42/86,20/47,"","",100/189,29/56,44/86,27/47,"",""
2022,8998,2022/8998/MS019,2022-01-03,Hard,Show Court 1,Round of 32,Adelaide International 1,Adelaide,28,Jiri Vesely,Tommy Paul,"6-4, 4-6, 6-4",02:16:48,16,6,4,6,,,6,1,2,3,,,4,3,1,0,,,0,0,0,0,,,282,230,324,278,,,289,275,267,320,,,68/97,21/35,22/26,25/36,"","",46/81,12/25,18/30,16/26,"","",51/68,15/21,19/22,17/25,"","",38/46,11/12,15/18,12/16,"","",13/29,5/14,2/4,6/11,"","",20/35,7/13,5/12,8/10,"","",7/10,3/5,1/1,3/4,"","",3/5,0/1,3/4,0/0,"","",15,5,5,5,,,15,5,5,5,,,113,174,120,45,,,130,173,64,122,,,8/46,1/12,3/18,4/16,"","",17/68,6/21,3/22,8/25,"","",15/35,6/13,7/12,2/10,"","",16/29,9/14,2/4,5/11,"","",2/5,1/1,1/4,0/0,"","",3/10,2/5,0/1,1/4,"","",64/97,20/35,21/26,23/36,"","",58/81,18/25,20/30,20/26,"","",23/81,7/25,10/30,6/26,"","",33/97,15/35,5/26,13/36,"","",87/178,27/60,31/56,29/62,"","",91/178,33/60,25/56,33/62,"",""
2022,8998,2022/8998/MS021,2022-01-03,Hard,Centre Court,Round of 32,Adelaide International 1,Adelaide,28,John Millman,Thanasi Kokkinakis,"6-4, 6-3",01:22:30,1,1,0,,,,7,4,3,,,,0,0,0,,,,0,0,0,,,,257,271,240,,,,319,328,308,,,,38/57,20/31,18/26,"","","",32/47,20/26,12/21,"","","",25/38,14/20,11/18,"","","",27/32,16/20,11/12,"","","",10/19,6/11,4/8,"","","",9/15,4/6,5/9,"","","",2/5,2/3,0/2,"","","",0/0,0/0,0/0,"","","",10,5,5,,,,9,5,4,,,,56,53,52,,,,171,128,229,,,,5/32,4/20,1/12,"","","",13/38,6/20,7/18,"","","",6/15,2/6,4/9,"","","",9/19,5/11,4/8,"","","",0/0,0/0,0/0,"","","",3/5,1/3,2/2,"","","",35/57,20/31,15/26,"","","",36/47,20/26,16/21,"","","",11/47,6/26,5/21,"","","",22/57,11/31,11/26,"","","",46/104,26/57,20/47,"","","",58/104,31/57,27/47,"","",""
2022,8998,2022/8998/MS022,2022-01-03,Hard,Court 4,Round of 32,Adelaide International 1,Adelaide,28,Benjamin Bonzi,Mikael Ymer,"7-5, 7-5",01:42:29,3,0,3,,,,3,1,2,,,,2,2,0,,,,1,1,0,,,,241,202,283,,,,282,246,322,,,,46/76,24/42,22/34,"","","",59/73,28/37,31/36,"","","",32/46,14/24,18/22,"","","",43/59,20/28,23/31,"","","",13/30,7/18,6/12,"","","",6/14,3/9,3/5,"","","",3/7,3/6,0/1,"","","",2/4,1/3,1/1,"","","",12,6,6,,,,12,6,6,,,,150,196,66,,,,177,203,184,,,,16/59,8/28,8/31,"","","",14/46,10/24,4/22,"","","",8/14,6/9,2/5,"","","",17/30,11/18,6/12,"","","",2/4,2/3,0/1,"","","",4/7,3/6,1/1,"","","",45/76,21/42,24/34,"","","",49/73,23/37,26/36,"","","",24/73,14/37,10/36,"","","",31/76,21/42,10/34,"","","",69/149,35/79,34/70,"","","",80/149,44/79,36/70,"","",""
2022,8998,2022/8998/MS023,2022-01-03,Hard,Show Court 1,Round of 32,Adelaide International 1,Adelaide,28,Yoshihito Nishioka,Soonwoo Kwon,"6-1, 6-2",01:07:44,3,1,2,,,,10,7,3,,,,3,1,2,,,,1,0,1,,,,161,160,161,,,,281,324,241,,,,28/57,9/18,19/39,"","","",30/49,16/21,14/28,"","","",13/28,4/9,9/19,"","","",23/30,13/16,10/14,"","","",11/29,3/9,8/20,"","","",9/19,3/5,6/14,"","","",7/12,1/3,6/9,"","","",1/2,0/0,1/2,"","","",7,3,4,,,,8,4,4,,,,138,59,161,,,,229,256,221,,,,7/30,3/16,4/14,"","","",15/28,5/9,10/19,"","","",10/19,2/5,8/14,"","","",18/29,6/9,12/20,"","","",1/2,0/0,1/2,"","","",5/12,2/3,3/9,"","","",24/57,7/18,17/39,"","","",32/49,16/21,16/28,"","","",17/49,5/21,12/28,"","","",33/57,11/18,22/39,"","","",41/106,12/39,29/67,"","","",65/106,27/39,38/67,"","",""
2022,8998,2022/8998/MS024,2022-01-03,Hard,Centre Court,Round of 32,Adelaide International 1,Adelaide,28,Roberto Carballes Baena,Laslo Djere,"7-5, 7-6",02:04:52,2,1,1,,,,14,6,8,,,,1,1,0,,,,2,1,1,,,,279,263,290,,,,334,327,330,,,,47/84,20/41,27/43,"","","",48/68,20/30,28/38,"","","",31/47,12/20,19/27,"","","",39/48,17/20,22/28,"","","",24/37,15/21,9/16,"","","",14/20,7/10,7/10,"","","",6/7,3/4,3/3,"","","",0/0,0/0,0/0,"","","",12,6,6,,,,12,6,6,,,,49,45,51,,,,91,110,74,,,,9/48,3/20,6/28,"","","",16/47,8/20,8/27,"","","",6/20,3/10,3/10,"","","",13/37,6/21,7/16,"","","",0/0,0/0,0/0,"","","",1/7,1/4,0/3,"","","",55/84,27/41,28/43,"","","",53/68,24/30,29/38,"","","",15/68,6/30,9/38,"","","",29/84,14/41,15/43,"","","",70/152,33/71,37/81,"","","",82/152,38/71,44/81,"","",""
2022,8998,2022/8998/MS025,2022-01-03,Hard,Court 3,Round of 32,Adelaide International 1,Adelaide,28,Holger Rune,Corentin Moutet,"7-6, 6-4",01:48:49,3,2,1,,,,2,1,1,,,,4,2,2,,,,1,1,0,,,,271,271,279,,,,280,275,286,,,,36/64,20/39,16/25,"","","",56/77,28/39,28/38,"","","",29/36,18/20,11/16,"","","",41/56,21/28,20/28,"","","",15/28,9/19,6/9,"","","",9/21,5/11,4/10,"","","",1/3,0/1,1/2,"","","",3/4,1/2,2/2,"","","",11,6,5,,,,11,6,5,,,,118,146,89,,,,150,179,134,,,,15/56,7/28,8/28,"","","",7/36,2/20,5/16,"","","",12/21,6/11,6/10,"","","",13/28,10/19,3/9,"","","",1/4,1/2,0/2,"","","",2/3,1/1,1/2,"","","",44/64,27/39,17/25,"","","",50/77,26/39,24/38,"","","",27/77,13/39,14/38,"","","",20/64,12/39,8/25,"","","",71/141,40/78,31/63,"","","",70/141,38/78,32/63,"","",""
2022,8998,2022/8998/MS026,2022-01-03,Hard,Show Court 1,Round of 32,Adelaide International 1,Adelaide,28,Daniel Altmaier,Thiago Monteiro,"6-2, 3-6, 7-6",02:24:12,8,4,3,1,,,9,4,5,0,,,4,1,1,2,,,1,0,1,0,,,246,200,279,258,,,286,312,229,288,,,70/104,19/33,22/28,29/43,"","",53/80,15/21,16/22,22/37,"","",47/70,13/19,15/22,19/29,"","",40/53,13/15,11/16,16/22,"","",12/34,3/14,3/6,6/14,"","",16/27,3/6,2/6,11/15,"","",9/13,5/7,2/3,2/3,"","",2/5,0/0,0/2,2/3,"","",15,4,5,6,,,14,4,4,6,,,147,63,248,103,,,155,190,135,140,,,13/53,2/15,5/16,6/22,"","",23/70,6/19,7/22,10/29,"","",11/27,3/6,4/6,4/15,"","",22/34,11/14,3/6,8/14,"","",3/5,0/0,2/2,1/3,"","",4/13,2/7,1/3,1/3,"","",59/104,16/33,18/28,25/43,"","",56/80,16/21,13/22,27/37,"","",24/80,5/21,9/22,10/37,"","",45/104,17/33,10/28,18/43,"","",83/184,21/54,27/50,35/80,"","",101/184,33/54,23/50,45/80,"",""
2022,8998,2022/8998/MS028,2022-01-03,Hard,Court 3,Round of 32,Adelaide International 1,Adelaide,28,Marton Fucsovics,Egor Gerasimov,"6-3, 6-4",01:17:57,3,0,3,,,,1,1,0,,,,3,0,3,,,,1,0,1,,,,244,236,261,,,,282,249,324,,,,37/53,18/24,19/29,"","","",35/56,18/31,17/25,"","","",26/37,8/18,18/19,"","","",27/35,13/18,14/17,"","","",6/16,4/6,2/10,"","","",11/21,5/13,6/8,"","","",3/6,2/4,1/2,"","","",1/2,1/2,0/0,"","","",9,4,5,,,,10,5,5,,,,131,160,43,,,,176,189,155,,,,8/35,5/18,3/17,"","","",11/37,10/18,1/19,"","","",10/21,8/13,2/8,"","","",10/16,2/6,8/10,"","","",1/2,1/2,0/0,"","","",3/6,2/4,1/2,"","","",32/53,12/24,20/29,"","","",38/56,18/31,20/25,"","","",18/56,13/31,5/25,"","","",21/53,12/24,9/29,"","","",50/109,25/55,25/54,"","","",59/109,30/55,29/54,"","",""
2022,8998,2022/8998/MS029,2022-01-03,Hard,Show Court 1,Round of 32,Adelaide International 1,Adelaide,28,Francisco Cerundolo,Gianluca Mager,"6-4, 3-6, 6-4",02:02:13,4,1,3,0,,,10,3,4,3,,,1,1,0,0,,,5,1,4,0,,,296,288,318,279,,,280,293,234,304,,,48/78,17/26,17/27,14/25,"","",66/102,23/34,22/36,21/32,"","",36/48,11/17,14/17,11/14,"","",50/66,18/23,17/22,15/21,"","",21/30,7/9,7/10,7/11,"","",15/36,5/11,3/14,7/11,"","",3/5,0/1,3/3,0/1,"","",4/5,0/0,2/3,2/2,"","",15,5,5,5,,,14,5,4,5,,,109,77,160,65,,,108,177,48,177,,,16/66,5/23,5/22,6/21,"","",12/48,6/17,3/17,3/14,"","",21/36,6/11,11/14,4/11,"","",9/30,2/9,3/10,4/11,"","",1/5,0/0,1/3,0/2,"","",2/5,1/1,0/3,1/1,"","",57/78,18/26,21/27,18/25,"","",65/102,23/34,20/36,22/32,"","",37/102,11/34,16/36,10/32,"","",21/78,8/26,6/27,7/25,"","",94/180,29/60,37/63,28/57,"","",86/180,31/60,26/63,29/57,"",""
2022,8998,2022/8998/MS030,2022-01-03,Hard,Centre Court,Round of 32,Adelaide International 1,Adelaide,28,Aleksandar Vukic,Steve Johnson,"6-4, 2-6, 6-4",01:45:35,9,5,0,4,,,10,3,3,4,,,1,0,0,1,,,5,1,2,2,,,285,267,302,278,,,281,315,208,302,,,54/84,18/28,16/27,20/29,"","",47/83,14/25,11/24,22/34,"","",42/54,14/18,14/16,14/20,"","",38/47,13/14,8/11,17/22,"","",15/30,4/10,6/11,5/9,"","",19/36,7/11,5/13,7/12,"","",4/6,2/3,2/2,0/1,"","",3/5,0/0,0/2,3/3,"","",14,5,4,5,,,14,5,4,5,,,120,43,239,65,,,119,135,58,194,,,9/47,1/14,3/11,5/22,"","",12/54,4/18,2/16,6/20,"","",17/36,4/11,8/13,5/12,"","",15/30,6/10,5/11,4/9,"","",2/5,0/0,2/2,0/3,"","",2/6,1/3,0/2,1/1,"","",57/84,18/28,20/27,19/29,"","",57/83,20/25,13/24,24/34,"","",26/83,5/25,11/24,10/34,"","",27/84,10/28,7/27,10/29,"","",83/167,23/53,31/51,29/63,"","",84/167,30/53,20/51,34/63,"",""
2022,8998,2022/8998/QS004,2022-01-03,Hard,Court 4,2nd Round Qualifying,Adelaide International 1,Adelaide,28,Oscar Otte,Taro Daniel,"7-6, 6-2",01:32:04,5,2,3,,,,12,8,4,,,,5,2,3,,,,4,4,0,,,,247,276,204,,,,277,264,291,,,,37/61,23/36,14/25,"","","",45/78,29/52,16/26,"","","",29/37,19/23,10/14,"","","",37/45,25/29,12/16,"","","",9/24,6/13,3/11,"","","",13/33,8/23,5/10,"","","",1/4,0/1,1/3,"","","",3/4,3/4,0/0,"","","",10,6,4,,,,10,6,4,,,,114,120,75,,,,190,187,219,,,,8/45,4/29,4/16,"","","",8/37,4/23,4/14,"","","",20/33,15/23,5/10,"","","",15/24,7/13,8/11,"","","",1/4,1/4,0/0,"","","",3/4,1/1,2/3,"","","",38/61,25/36,13/25,"","","",50/78,33/52,17/26,"","","",28/78,19/52,9/26,"","","",23/61,11/36,12/25,"","","",66/139,44/88,22/51,"","","",73/139,44/88,29/51,"","",""
2022,8998,2022/8998/QS005,2022-01-03,Hard,Court 4,2nd Round Qualifying,Adelaide International 1,Adelaide,28,Juan Pablo Varillas,Holger Rune,"6-2, 6-3",01:17:50,2,2,0,,,,4,2,2,,,,1,1,0,,,,3,3,0,,,,232,220,243,,,,313,304,324,,,,27/50,11/19,16/31,"","","",24/46,16/24,8/22,"","","",17/27,8/11,9/16,"","","",20/24,12/16,8/8,"","","",12/23,3/8,9/15,"","","",17/22,5/8,12/14,"","","",3/6,1/3,2/3,"","","",0/0,0/0,0/0,"","","",8,4,4,,,,9,4,5,,,,40,63,14,,,,172,207,142,,,,4/24,4/16,0/8,"","","",10/27,3/11,7/16,"","","",5/22,3/8,2/14,"","","",11/23,5/8,6/15,"","","",0/0,0/0,0/0,"","","",3/6,2/3,1/3,"","","",29/50,11/19,18/31,"","","",37/46,17/24,20/22,"","","",9/46,7/24,2/22,"","","",21/50,8/19,13/31,"","","",38/96,18/43,20/53,"","","",58/96,25/43,33/53,"","",""
2022,8998,2022/8998/QS006,2022-01-03,Hard,Court 4,2nd Round Qualifying,Adelaide International 1,Adelaide,28,Radu Albot,Egor Gerasimov,"6-3, 0-6, 6-2",01:48:51,2,1,1,0,,,7,4,2,1,,,4,1,0,3,,,2,1,1,0,,,247,256,325,203,,,260,295,121,314,,,44/68,12/20,9/14,23/34,"","",53/89,29/47,10/20,14/22,"","",31/44,10/12,9/9,12/23,"","",37/53,20/29,5/10,12/14,"","",10/24,3/8,3/5,4/11,"","",18/36,11/18,2/10,5/8,"","",1/4,0/1,0/0,1/3,"","",7/10,3/3,2/5,2/2,"","",11,4,3,4,,,12,5,3,4,,,135,70,290,52,,,190,205,40,229,,,16/53,9/29,5/10,2/14,"","",13/44,2/12,0/9,11/23,"","",18/36,7/18,8/10,3/8,"","",14/24,5/8,2/5,7/11,"","",3/10,0/3,3/5,0/2,"","",3/4,1/1,0/0,2/3,"","",41/68,13/20,12/14,16/34,"","",55/89,31/47,7/20,17/22,"","",34/89,16/47,13/20,5/22,"","",27/68,7/20,2/14,18/34,"","",75/157,29/67,25/34,21/56,"","",82/157,38/67,9/34,35/56,"",""
